Year,State,District,Quarter,House_Type,Interest_Rate,Inflation_Rate,GDP,Unemployment_Rate,Population,House_Overhang,House_Price,House_Supply
2015,Selangor,Hulu Langat,3,Condominium,3.21,3.43,297965,2.4,1300.7,0,310000,30620
2015,Selangor,Hulu Langat,3,Detached House,3.21,3.43,297965,2.4,1300.7,0,799000,4328
2015,Selangor,Hulu Langat,3,Flat,3.21,3.43,297965,2.4,1300.7,0,180000,58373
2015,Selangor,Hulu Langat,3,Semi-Detached House,3.21,3.43,297965,2.4,1300.7,0,1000000,10796
2015,Selangor,Hulu Langat,3,Terraced House,3.21,3.43,297965,2.4,1300.7,0,532500,130112
2015,Selangor,Hulu Langat,3,Town House,3.21,3.43,297965,2.4,1300.7,15,360000,6530
2015,Selangor,Hulu Langat,4,Cluster House,3.16,2.93,307745,2.4,1300.7,0,,1017
2015,Selangor,Hulu Langat,4,Condominium,3.16,2.93,307745,2.4,1300.7,0,297500,30620
2015,Selangor,Hulu Langat,4,Detached House,3.16,2.93,307745,2.4,1300.7,0,425000,4348
2015,Selangor,Hulu Langat,4,Flat,3.16,2.93,307745,2.4,1300.7,0,215000,58373
2015,Selangor,Hulu Langat,4,Semi-Detached House,3.16,2.93,307745,2.4,1300.7,0,1000000,10882
2015,Selangor,Hulu Langat,4,Terraced House,3.16,2.93,307745,2.4,1300.7,0,504000,130426
2015,Selangor,Hulu Langat,4,Town House,3.16,2.93,307745,2.4,1300.7,15,345000,6839
2015,Selangor,Hulu Selangor,1,Cluster House,3.24,1.2,282255,2.4,224.6,0,,132
2015,Selangor,Hulu Selangor,1,Condominium,3.24,1.2,282255,2.4,224.6,0,,0
2015,Selangor,Hulu Selangor,1,Detached House,3.24,1.2,282255,2.4,224.6,0,280000,10107
2015,Selangor,Hulu Selangor,1,Flat,3.24,1.2,282255,2.4,224.6,0,,11464
2015,Selangor,Hulu Selangor,1,Semi-Detached House,3.24,1.2,282255,2.4,224.6,0,220000,2800
2015,Selangor,Hulu Selangor,1,Terraced House,3.24,1.2,282255,2.4,224.6,0,200000,31613
2015,Selangor,Hulu Selangor,1,Town House,3.24,1.2,282255,2.4,224.6,0,,0
2015,Selangor,Hulu Selangor,2,Cluster House,3.23,2.7,288975,2.4,224.6,0,338000,132
2015,Selangor,Hulu Selangor,2,Condominium,3.23,2.7,288975,2.4,224.6,0,500000,1297
2015,Selangor,Hulu Selangor,2,Detached House,3.23,2.7,288975,2.4,224.6,0,255000,10107
2015,Selangor,Hulu Selangor,2,Flat,3.23,2.7,288975,2.4,224.6,0,,11464
2015,Selangor,Hulu Selangor,2,Semi-Detached House,3.23,2.7,288975,2.4,224.6,0,249555,2800
2015,Selangor,Hulu Selangor,2,Terraced House,3.23,2.7,288975,2.4,224.6,0,185000,31837
2015,Selangor,Hulu Selangor,2,Town House,3.23,2.7,288975,2.4,224.6,0,,0
2015,Selangor,Hulu Selangor,3,Cluster House,3.21,3.43,297965,2.4,224.6,0,135000,132
2015,Selangor,Hulu Selangor,3,Condominium,3.21,3.43,297965,2.4,224.6,0,,1297
2015,Selangor,Hulu Selangor,3,Detached House,3.21,3.43,297965,2.4,224.6,0,307500,10107
2015,Selangor,Hulu Selangor,3,Flat,3.21,3.43,297965,2.4,224.6,0,,11464
2015,Selangor,Hulu Selangor,3,Semi-Detached House,3.21,3.43,297965,2.4,224.6,0,300000,2800
2015,Selangor,Hulu Selangor,3,Terraced House,3.21,3.43,297965,2.4,224.6,0,195000,32097
2015,Selangor,Hulu Selangor,3,Town House,3.21,3.43,297965,2.4,224.6,0,,0
2015,Selangor,Hulu Selangor,4,Cluster House,3.16,2.93,307745,2.4,224.6,0,,132
2015,Selangor,Hulu Selangor,4,Condominium,3.16,2.93,307745,2.4,224.6,0,680000,1297
2015,Selangor,Hulu Selangor,4,Detached House,3.16,2.93,307745,2.4,224.6,0,280000,10107
2015,Selangor,Hulu Selangor,4,Flat,3.16,2.93,307745,2.4,224.6,0,,11464
2015,Selangor,Hulu Selangor,4,Semi-Detached House,3.16,2.93,307745,2.4,224.6,0,217500,2800
2015,Selangor,Hulu Selangor,4,Terraced House,3.16,2.93,307745,2.4,224.6,0,195000,32207
2015,Selangor,Hulu Selangor,4,Town House,3.16,2.93,307745,2.4,224.6,0,,0
2015,Selangor,Klang,1,Cluster House,3.24,1.2,282255,2.4,974.2,0,810000,532
2015,Selangor,Klang,1,Condominium,3.24,1.2,282255,2.4,974.2,0,200000,0
2015,Selangor,Klang,1,Detached House,3.24,1.2,282255,2.4,974.2,0,987500,2728
2015,Selangor,Klang,1,Flat,3.24,1.2,282255,2.4,974.2,0,213000,12586
2015,Selangor,Klang,1,Semi-Detached House,3.24,1.2,282255,2.4,974.2,0,830000,7130
2015,Selangor,Klang,1,Terraced House,3.24,1.2,282255,2.4,974.2,0,320000,103736
2015,Selangor,Klang,1,Town House,3.24,1.2,282255,2.4,974.2,0,570000,330
2015,Selangor,Klang,2,Cluster House,3.23,2.7,288975,2.4,974.2,0,835000,652
2015,Selangor,Klang,2,Condominium,3.23,2.7,288975,2.4,974.2,0,230000,14675
2015,Selangor,Klang,2,Detached House,3.23,2.7,288975,2.4,974.2,0,750000,2728
2015,Selangor,Klang,2,Flat,3.23,2.7,288975,2.4,974.2,0,195000,12586
2015,Selangor,Klang,2,Semi-Detached House,3.23,2.7,288975,2.4,974.2,0,720000,7130
2015,Selangor,Klang,2,Terraced House,3.23,2.7,288975,2.4,974.2,0,332900,104218
2015,Selangor,Klang,2,Town House,3.23,2.7,288975,2.4,974.2,0,630000,330
2015,Selangor,Klang,3,Cluster House,3.21,3.43,297965,2.4,974.2,0,925000,652
2015,Selangor,Klang,3,Condominium,3.21,3.43,297965,2.4,974.2,0,239000,14675
2015,Selangor,Klang,3,Detached House,3.21,3.43,297965,2.4,974.2,0,822500,2766
2015,Selangor,Klang,3,Flat,3.21,3.43,297965,2.4,974.2,0,225000,12586
2015,Selangor,Klang,3,Semi-Detached House,3.21,3.43,297965,2.4,974.2,0,735000,7196
2015,Selangor,Klang,3,Terraced House,3.21,3.43,297965,2.4,974.2,0,308000,104416
2015,Selangor,Klang,3,Town House,3.21,3.43,297965,2.4,974.2,0,402500,330
2015,Selangor,Klang,4,Cluster House,3.16,2.93,307745,2.4,974.2,0,880000,652
2015,Selangor,Klang,4,Condominium,3.16,2.93,307745,2.4,974.2,0,220000,14675
2015,Selangor,Klang,4,Detached House,3.16,2.93,307745,2.4,974.2,0,1380000,2766
2015,Selangor,Klang,4,Flat,3.16,2.93,307745,2.4,974.2,0,143000,12586
2015,Selangor,Klang,4,Semi-Detached House,3.16,2.93,307745,2.4,974.2,0,775000,7250
2015,Selangor,Klang,4,Terraced House,3.16,2.93,307745,2.4,974.2,0,280000,104469
2015,Selangor,Klang,4,Town House,3.16,2.93,307745,2.4,974.2,0,470000,330
2015,Selangor,Kuala Langat,1,Cluster House,3.24,1.2,282255,2.4,255.6,0,585000,68
2015,Selangor,Kuala Langat,1,Condominium,3.24,1.2,282255,2.4,255.6,0,150000,0
2015,Selangor,Kuala Langat,1,Detached House,3.24,1.2,282255,2.4,255.6,0,429400,595
2015,Selangor,Kuala Langat,1,Flat,3.24,1.2,282255,2.4,255.6,0,,1536
2015,Selangor,Kuala Langat,1,Semi-Detached House,3.24,1.2,282255,2.4,255.6,0,550000,1092
2015,Selangor,Kuala Langat,1,Terraced House,3.24,1.2,282255,2.4,255.6,0,286000,20934
2015,Selangor,Kuala Langat,1,Town House,3.24,1.2,282255,2.4,255.6,0,340000,536
2015,Selangor,Kuala Langat,2,Cluster House,3.23,2.7,288975,2.4,255.6,0,600000,68
2015,Selangor,Kuala Langat,2,Condominium,3.23,2.7,288975,2.4,255.6,0,150000,822
2015,Selangor,Kuala Langat,2,Detached House,3.23,2.7,288975,2.4,255.6,0,505000,595
2015,Selangor,Kuala Langat,2,Flat,3.23,2.7,288975,2.4,255.6,0,,1536
2015,Selangor,Kuala Langat,2,Semi-Detached House,3.23,2.7,288975,2.4,255.6,0,390000,1120
2015,Selangor,Kuala Langat,2,Terraced House,3.23,2.7,288975,2.4,255.6,0,290000,21534
2015,Selangor,Kuala Langat,2,Town House,3.23,2.7,288975,2.4,255.6,0,340000,536
2015,Selangor,Kuala Langat,3,Cluster House,3.21,3.43,297965,2.4,255.6,0,580000,68
2015,Selangor,Kuala Langat,3,Condominium,3.21,3.43,297965,2.4,255.6,0,240000,822
2015,Selangor,Kuala Langat,3,Detached House,3.21,3.43,297965,2.4,255.6,0,602500,595
2015,Selangor,Kuala Langat,3,Flat,3.21,3.43,297965,2.4,255.6,0,,1536
2015,Selangor,Kuala Langat,3,Semi-Detached House,3.21,3.43,297965,2.4,255.6,0,588000,1120
2015,Selangor,Kuala Langat,3,Terraced House,3.21,3.43,297965,2.4,255.6,0,300000,21534
2015,Selangor,Kuala Langat,3,Town House,3.21,3.43,297965,2.4,255.6,0,330000,536
2015,Selangor,Kuala Langat,4,Cluster House,3.16,2.93,307745,2.4,255.6,0,,68
2015,Selangor,Kuala Langat,4,Condominium,3.16,2.93,307745,2.4,255.6,0,165000,822
2015,Selangor,Kuala Langat,4,Detached House,3.16,2.93,307745,2.4,255.6,0,203500,595
2015,Selangor,Kuala Langat,4,Flat,3.16,2.93,307745,2.4,255.6,0,,1536
2015,Selangor,Kuala Langat,4,Semi-Detached House,3.16,2.93,307745,2.4,255.6,0,467500,1120
2015,Selangor,Kuala Langat,4,Terraced House,3.16,2.93,307745,2.4,255.6,0,250000,21534
2015,Selangor,Kuala Langat,4,Town House,3.16,2.93,307745,2.4,255.6,0,,536
2015,Selangor,Kuala Selangor,1,Cluster House,3.24,1.2,282255,2.4,237.2,0,350000,825
2015,Selangor,Kuala Selangor,1,Condominium,3.24,1.2,282255,2.4,237.2,0,142000,798
2015,Selangor,Kuala Selangor,1,Detached House,3.24,1.2,282255,2.4,237.2,0,250000,816
2015,Selangor,Kuala Selangor,1,Flat,3.24,1.2,282255,2.4,237.2,0,135000,1588
2015,Selangor,Kuala Selangor,1,Semi-Detached House,3.24,1.2,282255,2.4,237.2,0,530000,2628
2015,Selangor,Kuala Selangor,1,Terraced House,3.24,1.2,282255,2.4,237.2,0,345000,23739
2015,Selangor,Kuala Selangor,1,Town House,3.24,1.2,282255,2.4,237.2,0,375000,633
2015,Selangor,Kuala Selangor,2,Cluster House,3.23,2.7,288975,2.4,237.2,0,380000,1197
2015,Selangor,Kuala Selangor,2,Condominium,3.23,2.7,288975,2.4,237.2,0,142000,4700
2015,Selangor,Kuala Selangor,2,Detached House,3.23,2.7,288975,2.4,237.2,0,650000,816
2015,Selangor,Kuala Selangor,2,Flat,3.23,2.7,288975,2.4,237.2,0,,1588
2015,Selangor,Kuala Selangor,2,Semi-Detached House,3.23,2.7,288975,2.4,237.2,0,530000,2628
2015,Selangor,Kuala Selangor,2,Terraced House,3.23,2.7,288975,2.4,237.2,0,375000,24022
2015,Selangor,Kuala Selangor,2,Town House,3.23,2.7,288975,2.4,237.2,0,,633
2015,Selangor,Kuala Selangor,3,Cluster House,3.21,3.43,297965,2.4,237.2,0,350000,1197
2015,Selangor,Kuala Selangor,3,Condominium,3.21,3.43,297965,2.4,237.2,0,142500,4700
2015,Selangor,Kuala Selangor,3,Detached House,3.21,3.43,297965,2.4,237.2,0,352500,856
2015,Selangor,Kuala Selangor,3,Flat,3.21,3.43,297965,2.4,237.2,0,140000,1588
2015,Selangor,Kuala Selangor,3,Semi-Detached House,3.21,3.43,297965,2.4,237.2,0,535000,2684
2015,Selangor,Kuala Selangor,3,Terraced House,3.21,3.43,297965,2.4,237.2,0,380000,24022
2015,Selangor,Kuala Selangor,3,Town House,3.21,3.43,297965,2.4,237.2,0,332500,633
2015,Selangor,Kuala Selangor,4,Cluster House,3.16,2.93,307745,2.4,237.2,0,300000,1197
2015,Selangor,Kuala Selangor,4,Condominium,3.16,2.93,307745,2.4,237.2,0,175000,5150
2015,Selangor,Kuala Selangor,4,Detached House,3.16,2.93,307745,2.4,237.2,0,558500,856
2015,Selangor,Kuala Selangor,4,Flat,3.16,2.93,307745,2.4,237.2,0,,1588
2015,Selangor,Kuala Selangor,4,Semi-Detached House,3.16,2.93,307745,2.4,237.2,0,394000,2684
2015,Selangor,Kuala Selangor,4,Terraced House,3.16,2.93,307745,2.4,237.2,0,226000,24388
2015,Selangor,Kuala Selangor,4,Town House,3.16,2.93,307745,2.4,237.2,0,,633
2015,Selangor,Petaling Jaya,1,Cluster House,3.24,1.2,282255,2.4,2049.2,40,320000,2729
2015,Selangor,Petaling Jaya,1,Condominium,3.24,1.2,282255,2.4,2049.2,31,376000,17657
2015,Selangor,Petaling Jaya,1,Detached House,3.24,1.2,282255,2.4,2049.2,44,2050000,16228
2015,Selangor,Petaling Jaya,1,Flat,3.24,1.2,282255,2.4,2049.2,0,210000,46083
2015,Selangor,Petaling Jaya,1,Semi-Detached House,3.24,1.2,282255,2.4,2049.2,60,1450000,12562
2015,Selangor,Petaling Jaya,1,Terraced House,3.24,1.2,282255,2.4,2049.2,49,695000,186395
2015,Selangor,Petaling Jaya,1,Town House,3.24,1.2,282255,2.4,2049.2,0,415000,3526
2015,Selangor,Petaling Jaya,2,Cluster House,3.23,2.7,288975,2.4,2049.2,28,293000,2729
2015,Selangor,Petaling Jaya,2,Condominium,3.23,2.7,288975,2.4,2049.2,31,385000,120993
2015,Selangor,Petaling Jaya,2,Detached House,3.23,2.7,288975,2.4,2049.2,36,2150000,16230
2015,Selangor,Petaling Jaya,2,Flat,3.23,2.7,288975,2.4,2049.2,0,200000,46083
2015,Selangor,Petaling Jaya,2,Semi-Detached House,3.23,2.7,288975,2.4,2049.2,40,1660000,12636
2015,Selangor,Petaling Jaya,2,Terraced House,3.23,2.7,288975,2.4,2049.2,8,700000,186395
2015,Selangor,Petaling Jaya,2,Town House,3.23,2.7,288975,2.4,2049.2,0,607400,3553
2015,Selangor,Petaling Jaya,3,Cluster House,3.21,3.43,297965,2.4,2049.2,28,600000,2729
2015,Selangor,Petaling Jaya,3,Condominium,3.21,3.43,297965,2.4,2049.2,238,380000,122061
2015,Selangor,Petaling Jaya,3,Detached House,3.21,3.43,297965,2.4,2049.2,0,1800000,16230
2015,Selangor,Petaling Jaya,3,Flat,3.21,3.43,297965,2.4,2049.2,0,199000,46083
2015,Selangor,Petaling Jaya,3,Semi-Detached House,3.21,3.43,297965,2.4,2049.2,40,1749700,12658
2015,Selangor,Petaling Jaya,3,Terraced House,3.21,3.43,297965,2.4,2049.2,0,708500,186395
2015,Selangor,Petaling Jaya,3,Town House,3.21,3.43,297965,2.4,2049.2,0,540000,3553
2015,Selangor,Petaling Jaya,4,Cluster House,3.16,2.93,307745,2.4,2049.2,28,180000,2729
2015,Selangor,Petaling Jaya,4,Condominium,3.16,2.93,307745,2.4,2049.2,278,382600,122199
2015,Selangor,Petaling Jaya,4,Detached House,3.16,2.93,307745,2.4,2049.2,0,2000000,16230
2015,Selangor,Petaling Jaya,4,Flat,3.16,2.93,307745,2.4,2049.2,0,186000,46083
2015,Selangor,Petaling Jaya,4,Semi-Detached House,3.16,2.93,307745,2.4,2049.2,41,1600000,12658
2015,Selangor,Petaling Jaya,4,Terraced House,3.16,2.93,307745,2.4,2049.2,26,730000,186535
2015,Selangor,Petaling Jaya,4,Town House,3.16,2.93,307745,2.4,2049.2,0,509000,3553
2015,Selangor,Sabak Bernam,1,Cluster House,3.24,1.2,282255,2.4,119.2,0,,688
2015,Selangor,Sabak Bernam,1,Condominium,3.24,1.2,282255,2.4,119.2,0,,0
2015,Selangor,Sabak Bernam,1,Detached House,3.24,1.2,282255,2.4,119.2,0,388000,134
2015,Selangor,Sabak Bernam,1,Flat,3.24,1.2,282255,2.4,119.2,0,,48
2015,Selangor,Sabak Bernam,1,Semi-Detached House,3.24,1.2,282255,2.4,119.2,0,361500,498
2015,Selangor,Sabak Bernam,1,Terraced House,3.24,1.2,282255,2.4,119.2,0,240000,4393
2015,Selangor,Sabak Bernam,1,Town House,3.24,1.2,282255,2.4,119.2,0,273000,28
2015,Selangor,Sabak Bernam,2,Cluster House,3.23,2.7,288975,2.4,119.2,0,,688
2015,Selangor,Sabak Bernam,2,Condominium,3.23,2.7,288975,2.4,119.2,0,,0
2015,Selangor,Sabak Bernam,2,Detached House,3.23,2.7,288975,2.4,119.2,0,300000,134
2015,Selangor,Sabak Bernam,2,Flat,3.23,2.7,288975,2.4,119.2,0,,48
2015,Selangor,Sabak Bernam,2,Semi-Detached House,3.23,2.7,288975,2.4,119.2,0,388880,502
2015,Selangor,Sabak Bernam,2,Terraced House,3.23,2.7,288975,2.4,119.2,0,354500,4411
2015,Selangor,Sabak Bernam,2,Town House,3.23,2.7,288975,2.4,119.2,0,,28
2015,Selangor,Sabak Bernam,3,Cluster House,3.21,3.43,297965,2.4,119.2,0,,688
2015,Selangor,Sabak Bernam,3,Condominium,3.21,3.43,297965,2.4,119.2,0,328827,0
2015,Selangor,Sabak Bernam,3,Detached House,3.21,3.43,297965,2.4,119.2,0,250000,134
2015,Selangor,Sabak Bernam,3,Flat,3.21,3.43,297965,2.4,119.2,0,,48
2015,Selangor,Sabak Bernam,3,Semi-Detached House,3.21,3.43,297965,2.4,119.2,0,335000,532
2015,Selangor,Sabak Bernam,3,Terraced House,3.21,3.43,297965,2.4,119.2,0,364440,4411
2015,Selangor,Sabak Bernam,3,Town House,3.21,3.43,297965,2.4,119.2,0,,28
2015,Selangor,Sabak Bernam,4,Cluster House,3.16,2.93,307745,2.4,119.2,0,,688
2015,Selangor,Sabak Bernam,4,Condominium,3.16,2.93,307745,2.4,119.2,0,335000,0
2015,Selangor,Sabak Bernam,4,Detached House,3.16,2.93,307745,2.4,119.2,0,390000,134
2015,Selangor,Sabak Bernam,4,Flat,3.16,2.93,307745,2.4,119.2,0,,48
2015,Selangor,Sabak Bernam,4,Semi-Detached House,3.16,2.93,307745,2.4,119.2,0,350000,532
2015,Selangor,Sabak Bernam,4,Terraced House,3.16,2.93,307745,2.4,119.2,0,153500,4411
2015,Selangor,Sabak Bernam,4,Town House,3.16,2.93,307745,2.4,119.2,0,,28
2015,Selangor,Sepang,1,Cluster House,3.24,1.2,282255,2.4,242.8,0,415000,1520
2015,Selangor,Sepang,1,Condominium,3.24,1.2,282255,2.4,242.8,0,350000,512
2015,Selangor,Sepang,1,Detached House,3.24,1.2,282255,2.4,242.8,0,535000,1854
2015,Selangor,Sepang,1,Flat,3.24,1.2,282255,2.4,242.8,0,150000,6349
2015,Selangor,Sepang,1,Semi-Detached House,3.24,1.2,282255,2.4,242.8,0,498800,4258
2015,Selangor,Sepang,1,Terraced House,3.24,1.2,282255,2.4,242.8,0,385205,21199
2015,Selangor,Sepang,1,Town House,3.24,1.2,282255,2.4,242.8,0,565000,1610
2015,Selangor,Sepang,2,Cluster House,3.23,2.7,288975,2.4,242.8,0,420000,1520
2015,Selangor,Sepang,2,Condominium,3.23,2.7,288975,2.4,242.8,0,358000,7725
2015,Selangor,Sepang,2,Detached House,3.23,2.7,288975,2.4,242.8,0,380000,1854
2015,Selangor,Sepang,2,Flat,3.23,2.7,288975,2.4,242.8,0,155000,6349
2015,Selangor,Sepang,2,Semi-Detached House,3.23,2.7,288975,2.4,242.8,0,498000,4258
2015,Selangor,Sepang,2,Terraced House,3.23,2.7,288975,2.4,242.8,0,420000,21199
2015,Selangor,Sepang,2,Town House,3.23,2.7,288975,2.4,242.8,0,455000,1610
2015,Selangor,Sepang,3,Cluster House,3.21,3.43,297965,2.4,242.8,0,420000,1520
2015,Selangor,Sepang,3,Condominium,3.21,3.43,297965,2.4,242.8,0,377500,7725
2015,Selangor,Sepang,3,Detached House,3.21,3.43,297965,2.4,242.8,0,538000,1854
2015,Selangor,Sepang,3,Flat,3.21,3.43,297965,2.4,242.8,0,155000,6349
2015,Selangor,Sepang,3,Semi-Detached House,3.21,3.43,297965,2.4,242.8,0,715800,4258
2015,Selangor,Sepang,3,Terraced House,3.21,3.43,297965,2.4,242.8,0,406500,21199
2015,Selangor,Sepang,3,Town House,3.21,3.43,297965,2.4,242.8,0,465000,1610
2015,Selangor,Sepang,4,Cluster House,3.16,2.93,307745,2.4,242.8,0,300000,1520
2015,Selangor,Sepang,4,Condominium,3.16,2.93,307745,2.4,242.8,0,239000,7725
2015,Selangor,Sepang,4,Detached House,3.16,2.93,307745,2.4,242.8,0,314000,1854
2015,Selangor,Sepang,4,Flat,3.16,2.93,307745,2.4,242.8,0,172500,6349
2015,Selangor,Sepang,4,Semi-Detached House,3.16,2.93,307745,2.4,242.8,0,525000,4258
2015,Selangor,Sepang,4,Terraced House,3.16,2.93,307745,2.4,242.8,0,365000,21199
2015,Selangor,Sepang,4,Town House,3.16,2.93,307745,2.4,242.8,0,360000,1610
2016,Johor,Batu Pahat,1,Cluster House,3.13,4.6,294329,3.6,462.3,,497900,388
2016,Johor,Batu Pahat,1,Condominium,3.13,4.6,294329,3.6,462.3,,330000,482
2016,Johor,Batu Pahat,1,Detached House,3.13,4.6,294329,3.6,462.3,,318500,12591
2016,Johor,Batu Pahat,1,Flat,3.13,4.6,294329,3.6,462.3,,130000,1034
2016,Johor,Batu Pahat,1,Semi-Detached House,3.13,4.6,294329,3.6,462.3,,495000,7133
2016,Johor,Batu Pahat,1,Terraced House,3.13,4.6,294329,3.6,462.3,,313000,34870
2016,Johor,Batu Pahat,1,Town House,3.13,4.6,294329,3.6,462.3,,,0
2016,Johor,Batu Pahat,2,Cluster House,3.17,2.8,301015,3.6,462.3,0,608528,388
2016,Johor,Batu Pahat,2,Condominium,3.17,2.8,301015,3.6,462.3,59,300000,482
2016,Johor,Batu Pahat,2,Detached House,3.17,2.8,301015,3.6,462.3,0,225000,12591
2016,Johor,Batu Pahat,2,Flat,3.17,2.8,301015,3.6,462.3,0,72000,1034
2016,Johor,Batu Pahat,2,Semi-Detached House,3.17,2.8,301015,3.6,462.3,0,580000,7133
2016,Johor,Batu Pahat,2,Terraced House,3.17,2.8,301015,3.6,462.3,0,325000,34870
2016,Johor,Batu Pahat,2,Town House,3.17,2.8,301015,3.6,462.3,0,,0
2016,Johor,Batu Pahat,3,Cluster House,2.96,1.93,311510,3.6,462.3,0,423300,388
2016,Johor,Batu Pahat,3,Condominium,2.96,1.93,311510,3.6,462.3,14,215000,482
2016,Johor,Batu Pahat,3,Detached House,2.96,1.93,311510,3.6,462.3,50,257500,12591
2016,Johor,Batu Pahat,3,Flat,2.96,1.93,311510,3.6,462.3,0,368000,1034
2016,Johor,Batu Pahat,3,Semi-Detached House,2.96,1.93,311510,3.6,462.3,167,449400,7133
2016,Johor,Batu Pahat,3,Terraced House,2.96,1.93,311510,3.6,462.3,614,334500,35482
2016,Johor,Batu Pahat,3,Town House,2.96,1.93,311510,3.6,462.3,0,,0
2016,Johor,Batu Pahat,4,Cluster House,2.99,1.8,322458,3.6,462.3,0,1016800,388
2016,Johor,Batu Pahat,4,Condominium,2.99,1.8,322458,3.6,462.3,14,297000,482
2016,Johor,Batu Pahat,4,Detached House,2.99,1.8,322458,3.6,462.3,50,400000,12609
2016,Johor,Batu Pahat,4,Flat,2.99,1.8,322458,3.6,462.3,0,135500,1034
2016,Johor,Batu Pahat,4,Semi-Detached House,2.99,1.8,322458,3.6,462.3,153,580000,7149
2016,Johor,Batu Pahat,4,Terraced House,2.99,1.8,322458,3.6,462.3,569,315000,35768
2016,Johor,Batu Pahat,4,Town House,2.99,1.8,322458,3.6,462.3,0,,0
2016,Johor,Johor Bahru,1,Cluster House,3.13,4.6,294329,3.6,1536.8,,804000,4144
2016,Johor,Johor Bahru,1,Condominium,3.13,4.6,294329,3.6,1536.8,,305000,27459
2016,Johor,Johor Bahru,1,Detached House,3.13,4.6,294329,3.6,1536.8,,679000,18739
2016,Johor,Johor Bahru,1,Flat,3.13,4.6,294329,3.6,1536.8,,127000,20096
2016,Johor,Johor Bahru,1,Semi-Detached House,3.13,4.6,294329,3.6,1536.8,,670000,15244
2016,Johor,Johor Bahru,1,Terraced House,3.13,4.6,294329,3.6,1536.8,,420000,190268
2016,Johor,Johor Bahru,1,Town House,3.13,4.6,294329,3.6,1536.8,,210000,1069
2016,Johor,Johor Bahru,2,Cluster House,3.17,2.8,301015,3.6,1536.8,0,790000,4144
2016,Johor,Johor Bahru,2,Condominium,3.17,2.8,301015,3.6,1536.8,14,292500,27459
2016,Johor,Johor Bahru,2,Detached House,3.17,2.8,301015,3.6,1536.8,50,480000,18746
2016,Johor,Johor Bahru,2,Flat,3.17,2.8,301015,3.6,1536.8,0,122000,20274
2016,Johor,Johor Bahru,2,Semi-Detached House,3.17,2.8,301015,3.6,1536.8,167,853800,15292
2016,Johor,Johor Bahru,2,Terraced House,3.17,2.8,301015,3.6,1536.8,614,410000,190571
2016,Johor,Johor Bahru,2,Town House,3.17,2.8,301015,3.6,1536.8,0,286500,1069
2016,Johor,Johor Bahru,3,Cluster House,2.96,1.93,311510,3.6,1536.8,212,984400,4246
2016,Johor,Johor Bahru,3,Condominium,2.96,1.93,311510,3.6,1536.8,299,300000,27690
2016,Johor,Johor Bahru,3,Detached House,2.96,1.93,311510,3.6,1536.8,53,400000,18806
2016,Johor,Johor Bahru,3,Flat,2.96,1.93,311510,3.6,1536.8,64,135000,20274
2016,Johor,Johor Bahru,3,Semi-Detached House,2.96,1.93,311510,3.6,1536.8,294,686200,15914
2016,Johor,Johor Bahru,3,Terraced House,2.96,1.93,311510,3.6,1536.8,1025,398500,191246
2016,Johor,Johor Bahru,3,Town House,2.96,1.93,311510,3.6,1536.8,62,389000,1069
2016,Johor,Johor Bahru,4,Cluster House,2.99,1.8,322458,3.6,1536.8,216,970000,4872
2016,Johor,Johor Bahru,4,Condominium,2.99,1.8,322458,3.6,1536.8,502,305000,28100
2016,Johor,Johor Bahru,4,Detached House,2.99,1.8,322458,3.6,1536.8,43,390000,18837
2016,Johor,Johor Bahru,4,Flat,2.99,1.8,322458,3.6,1536.8,64,100000,20274
2016,Johor,Johor Bahru,4,Semi-Detached House,2.99,1.8,322458,3.6,1536.8,335,570000,16344
2016,Johor,Johor Bahru,4,Terraced House,2.99,1.8,322458,3.6,1536.8,1050,410000,191863
2016,Johor,Johor Bahru,4,Town House,2.99,1.8,322458,3.6,1536.8,62,260000,1069
2016,Johor,Kluang,1,Cluster House,3.13,4.6,294329,3.6,333.1,,544950,156
2016,Johor,Kluang,1,Condominium,3.13,4.6,294329,3.6,333.1,,,0
2016,Johor,Kluang,1,Detached House,3.13,4.6,294329,3.6,333.1,,283000,6770
2016,Johor,Kluang,1,Flat,3.13,4.6,294329,3.6,333.1,,78000,560
2016,Johor,Kluang,1,Semi-Detached House,3.13,4.6,294329,3.6,333.1,,420000,4506
2016,Johor,Kluang,1,Terraced House,3.13,4.6,294329,3.6,333.1,,172000,29300
2016,Johor,Kluang,1,Town House,3.13,4.6,294329,3.6,333.1,,,0
2016,Johor,Kluang,2,Cluster House,3.17,2.8,301015,3.6,333.1,120,564000,304
2016,Johor,Kluang,2,Condominium,3.17,2.8,301015,3.6,333.1,127,,56
2016,Johor,Kluang,2,Detached House,3.17,2.8,301015,3.6,333.1,53,192000,6074
2016,Johor,Kluang,2,Flat,3.17,2.8,301015,3.6,333.1,64,68000,64
2016,Johor,Kluang,2,Semi-Detached House,3.17,2.8,301015,3.6,333.1,218,463200,878
2016,Johor,Kluang,2,Terraced House,3.17,2.8,301015,3.6,333.1,739,180000,10546
2016,Johor,Kluang,2,Town House,3.17,2.8,301015,3.6,333.1,62,,48
2016,Johor,Kluang,3,Cluster House,2.96,1.93,311510,3.6,333.1,6,463950,304
2016,Johor,Kluang,3,Condominium,2.96,1.93,311510,3.6,333.1,0,,56
